<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GAZP;60;240920;160000;122.81;123.02;122.17;122.3;4963050
GAZP;60;240920;170000;122.31;122.42;122.13;122.4;1266340
GAZP;60;240920;180000;122.39;122.54;122.22;122.23;941950
GAZP;60;240920;190000;122.31;122.51;122.24;122.33;603000
GAZP;60;240920;200000;122.33;122.43;122.19;122.35;709940
GAZP;60;240920;210000;122.35;122.49;122.35;122.38;736950
GAZP;60;240920;220000;122.39;122.45;122.35;122.42;574650
GAZP;60;240920;230000;122.42;122.69;122.4;122.4;1097780
GAZP;60;240923;100000;122.68;124.28;122.62;123.45;9564380
GAZP;60;240923;110000;123.46;123.8;123.21;123.48;2606950
GAZP;60;240923;120000;123.49;123.63;123.15;123.51;1638550
GAZP;60;240923;130000;123.51;124.08;123.43;123.97;2983950
GAZP;60;240923;140000;123.95;124.18;123.63;124.02;2144270
GAZP;60;240923;150000;124.03;124.06;123.52;123.58;2052680
GAZP;60;240923;160000;123.6;124;123.57;123.77;2111860
GAZP;60;240923;170000;123.77;123.88;123.45;123.87;2159190
GAZP;60;240923;180000;123.87;123.87;122.7;122.92;3068670
GAZP;60;240923;190000;122.92;129.84;122.7;129.76;64706480
GAZP;60;240923;200000;129.78;130.42;129.02;129.14;24633630
GAZP;60;240923;210000;129.14;129.94;128.85;129.92;8000370
GAZP;60;240923;220000;129.91;130.79;129.6;130.62;6953730
GAZP;60;240923;230000;130.62;130.8;130;130.35;5578080
GAZP;60;240924;100000;130.89;134.78;130.66;134.05;79430520
GAZP;60;240924;110000;134.04;134.48;132.94;133.95;19932550
GAZP;60;240924;120000;133.96;135.57;133.51;135.3;28558970
GAZP;60;240924;130000;135.26;136.45;134.72;135.22;24194190
GAZP;60;240924;140000;135.21;135.81;133.7;135;22610290
GAZP;60;240924;150000;135;135.62;133.82;134.52;15001400
GAZP;60;240924;160000;134.57;135.5;134.4;135.28;11021090
GAZP;60;240924;170000;135.29;136.95;135.12;136.9;17353250
GAZP;60;240924;180000;136.9;138.9;136.65;138.83;32893330
GAZP;60;240924;190000;138.8;138.9;137.82;138.36;11207140
GAZP;60;240924;200000;138.33;139.9;138.18;139.52;15391200
GAZP;60;240924;210000;139.51;139.58;138.67;139.25;9016100
GAZP;60;240924;220000;139.26;139.79;139.11;139.3;4734560
GAZP;60;240924;230000;139.3;139.85;139.1;139.71;4447030
GAZP;60;240925;100000;140.5;140.99;136.91;137.25;42091060
GAZP;60;240925;110000;137.25;138.69;136.81;137.95;16191620
GAZP;60;240925;120000;137.95;139.2;137.69;138.34;10933510
GAZP;60;240925;130000;138.34;138.54;137.5;138;7548850
GAZP;60;240925;140000;137.96;138.2;136.87;137;5798200
GAZP;60;240925;150000;137;137.2;135.99;136.4;13371170
GAZP;60;240925;160000;136.4;136.43;135.5;136.04;10832710
GAZP;60;240925;170000;136.03;136.75;135.33;136.46;10067220
GAZP;60;240925;180000;136.48;137.5;136.02;136.02;8161310
GAZP;60;240925;190000;136.2;136.83;135.09;135.31;6987050
GAZP;60;240925;200000;135.31;135.43;134.29;135;9621850
GAZP;60;240925;210000;134.99;136;134.82;135.86;4254220
GAZP;60;240925;220000;135.85;135.9;135.51;135.66;1673870
GAZP;60;240925;230000;135.67;135.8;135.07;135.44;2027380
GAZP;60;240926;100000;134.94;135.44;133.64;134.49;20783330
GAZP;60;240926;110000;134.5;138.32;134.46;137.49;35708110
GAZP;60;240926;120000;137.48;138.44;137.08;137.28;10013940
GAZP;60;240926;130000;137.24;138.08;136.43;136.64;7096870
GAZP;60;240926;140000;136.62;138.4;135.25;138.3;15989070
GAZP;60;240926;150000;138.3;138.48;137.02;137.45;12246430
GAZP;60;240926;160000;137.45;137.91;136.65;136.81;7950530
GAZP;60;240926;170000;136.81;137.46;136.06;136.5;9879350
GAZP;60;240926;180000;136.51;137.4;136.15;136.99;3957380
GAZP;60;240926;190000;137.11;137.23;136.63;136.72;2312070
GAZP;60;240926;200000;136.75;136.86;136.43;136.7;1681770
GAZP;60;240926;210000;136.69;136.82;136.32;136.64;1459970
GAZP;60;240926;220000;136.64;137.11;136.63;137.07;869300
GAZP;60;240926;230000;137.06;137.58;137.06;137.35;1182160
GAZP;60;240927;100000;137.58;138.13;136.4;136.72;9927730
GAZP;60;240927;110000;136.72;138.2;136.72;138.14;7506300
GAZP;60;240927;120000;138.14;139.1;137.62;138.95;7465460
GAZP;60;240927;130000;138.95;139.47;138.7;139.25;9630930
GAZP;60;240927;140000;139.24;139.46;138.83;139.08;4905950
GAZP;60;240927;150000;139.07;139.3;138.83;139.03;3486010
GAZP;60;240927;160000;139.03;139.7;138.91;139.53;4270820
GAZP;60;240927;170000;139.53;140.49;139.52;140.12;8764200
GAZP;60;240927;180000;140.12;141.77;140.08;141;11462990
GAZP;60;240927;190000;140.97;141.44;139.91;140.09;9786620
GAZP;60;240927;200000;140.09;140.48;139.83;140.15;3525440
GAZP;60;240927;210000;140.15;140.55;140;140.46;1775050
GAZP;60;240927;220000;140.46;140.7;140.23;140.67;1411830
GAZP;60;240927;230000;140.7;140.82;140.36;140.5;2276780
GAZP;60;240930;100000;140.51;142.23;139.51;141.96;21079740
GAZP;60;240930;110000;141.96;143.2;141.56;142.11;17303010
GAZP;60;240930;120000;142.1;142.19;136.82;138.48;42736550
GAZP;60;240930;130000;138.43;140.29;137.68;139.1;13168040
GAZP;60;240930;140000;139.1;139.19;137.61;138.11;10025000
GAZP;60;240930;150000;138.11;144.2;137.98;141.84;71324210
GAZP;60;240930;160000;141.85;143.4;141.6;141.86;16812500
GAZP;60;240930;170000;141.86;142.18;139.64;139.84;13609580
GAZP;60;240930;180000;139.84;140.48;139.56;140;6148800
GAZP;60;240930;190000;139.96;139.98;138.2;138.68;9746750
GAZP;60;240930;200000;138.69;139.93;138.59;139.63;5229870
GAZP;60;240930;210000;139.6;139.73;138.84;139.11;1958890
GAZP;60;240930;220000;139.1;139.14;138.06;138.29;4487270
GAZP;60;240930;230000;138.29;138.38;137.92;138.19;3276420
GAZP;60;241001;100000;137.9;139.2;137.3;137.36;14117680
GAZP;60;241001;110000;137.36;137.83;136.07;136.54;10975250
GAZP;60;241001;120000;136.53;137.66;135.64;137.34;10095930
GAZP;60;241001;130000;137.36;138.4;136.61;137.75;8685800
GAZP;60;241001;140000;137.76;138.05;135.6;137.03;11909020
GAZP;60;241001;150000;137.02;137.03;136.12;136.32;3393490
GAZP;60;241001;160000;136.29;136.45;134.75;136.2;12671310
GAZP;60;241001;170000;136.17;136.76;135.24;135.89;5615220
GAZP;60;241001;180000;135.9;135.96;134.81;134.9;5175070
GAZP;60;241001;190000;134.9;135.28;134.44;134.94;4483280
GAZP;60;241001;200000;134.95;136.21;134.94;135.27;5209070
GAZP;60;241001;210000;135.26;135.83;134.65;135.77;3708940
GAZP;60;241001;220000;135.77;136.1;135.59;135.83;1353230
GAZP;60;241001;230000;135.86;136.26;135.65;136.21;1071910
GAZP;60;241002;100000;136.21;137.16;135.6;136.87;8315940
GAZP;60;241002;110000;136.89;137.12;136.17;136.54;4378070
GAZP;60;241002;120000;136.54;136.64;135.21;135.62;4207230
GAZP;60;241002;130000;135.62;136.08;135.4;135.6;2724840
GAZP;60;241002;140000;135.61;135.8;135;135.04;3245050
GAZP;60;241002;150000;135.04;135.41;133.85;134.03;6775520
GAZP;60;241002;160000;134.02;134.22;133.33;134.07;7138290
GAZP;60;241002;170000;134.08;134.34;132.1;132.34;13683620
GAZP;60;241002;180000;132.33;132.55;131.7;132.27;7111220
GAZP;60;241002;190000;132.45;132.65;131.74;132.14;3574980
GAZP;60;241002;200000;132.14;132.42;131.88;132.06;1318750
GAZP;60;241002;210000;132.06;132.88;131.87;132.63;1890020
GAZP;60;241002;220000;132.63;132.73;132.25;132.44;1040540
GAZP;60;241002;230000;132.45;132.46;132;132.12;1356000
GAZP;60;241003;100000;131.59;132.45;130.75;131.22;12667260
GAZP;60;241003;110000;131.22;131.67;130.85;131.05;4246750
GAZP;60;241003;120000;131.05;131.43;130.61;130.92;3986460
GAZP;60;241003;130000;130.95;131.2;130.32;130.71;3707840
GAZP;60;241003;140000;130.72;131.1;130.52;130.93;2720100
GAZP;60;241003;150000;130.96;133.3;130.96;132.48;9850760
GAZP;60;241003;160000;132.46;134.16;131.73;133.57;7304300
GAZP;60;241003;170000;133.58;134.1;133.01;133.01;4866910
GAZP;60;241003;180000;133.01;133.32;132.19;133.11;3196270
GAZP;60;241003;190000;133.05;134.1;133.05;133.71;1854650
GAZP;60;241003;200000;133.7;133.97;133.59;133.62;910820
GAZP;60;241003;210000;133.64;134.13;133.58;134.07;970770
GAZP;60;241003;220000;134.07;134.07;133.65;133.66;449990
GAZP;60;241003;230000;133.67;133.96;133.67;133.87;569590
GAZP;60;241004;100000;134.06;134.38;132.85;134.05;6784810
GAZP;60;241004;110000;134.05;134.49;133.13;133.92;3530090
GAZP;60;241004;120000;133.92;133.97;132.69;133.06;2912400
GAZP;60;241004;130000;133.06;133.55;132.61;133.25;1953190
GAZP;60;241004;140000;133.22;133.53;132.8;132.9;1438640
GAZP;60;241004;150000;132.87;132.91;132.25;132.4;2623550
GAZP;60;241004;160000;132.41;132.91;132.03;132.62;2241650
GAZP;60;241004;170000;132.63;133.15;132.61;132.95;2295880
GAZP;60;241004;180000;132.95;133.46;132.85;133.15;1467240
GAZP;60;241004;190000;133;133.49;132.96;133.36;988010
GAZP;60;241004;200000;133.39;133.43;133.21;133.38;489350
GAZP;60;241004;210000;133.38;133.4;132.85;133;558420
GAZP;60;241004;220000;133;133.24;132.89;133.14;649020
GAZP;60;241004;230000;133.12;133.42;132.93;133.32;847470
GAZP;60;241007;100000;133.32;133.66;132.45;132.48;4398260
GAZP;60;241007;110000;132.47;132.92;131.67;132.05;4152870
GAZP;60;241007;120000;132.05;132.43;131.6;131.91;4904790
GAZP;60;241007;130000;131.91;132.44;131.71;132.1;1133790
GAZP;60;241007;140000;132.07;132.68;132;132.28;1052450
GAZP;60;241007;150000;132.28;132.73;131.91;131.95;1120490
GAZP;60;241007;160000;131.95;132.7;131.72;132.47;2492740
GAZP;60;241007;170000;132.47;132.64;132.03;132.12;990920
GAZP;60;241007;180000;132.11;132.65;131.94;132.65;1049200
GAZP;60;241007;190000;132.57;132.88;132.49;132.57;1055660
GAZP;60;241007;200000;132.54;132.79;132.49;132.68;460010
GAZP;60;241007;210000;132.7;133.15;132.64;133.14;1512800
GAZP;60;241007;220000;133.15;133.17;132.95;133.12;346030
GAZP;60;241007;230000;133.12;133.5;133.12;133.5;752420
GAZP;60;241008;100000;133.18;134.28;132.9;133.78;7696840
GAZP;60;241008;110000;133.77;133.89;133.24;133.71;3612620
GAZP;60;241008;120000;133.71;134.88;133.51;134.51;6006660
GAZP;60;241008;130000;134.54;134.67;134.23;134.5;1741790
GAZP;60;241008;140000;134.51;134.58;133.63;133.8;2446230
GAZP;60;241008;150000;133.8;134.12;133.55;133.61;1707060
GAZP;60;241008;160000;133.6;134.06;133.4;133.92;1847920
GAZP;60;241008;170000;133.92;133.99;133.42;133.72;2352980
GAZP;60;241008;180000;133.71;133.82;133.44;133.44;1118200
GAZP;60;241008;190000;133.8;133.8;133.36;133.49;815510
GAZP;60;241008;200000;133.49;133.75;133.41;133.65;569070
GAZP;60;241008;210000;133.64;134.02;133.48;133.84;1063020
GAZP;60;241008;220000;133.8;133.9;133.72;133.75;366180
GAZP;60;241008;230000;133.78;133.9;133.65;133.83;693070
GAZP;60;241009;100000;133.75;133.92;133;133.16;2770460
GAZP;60;241009;110000;133.16;133.41;133.02;133.12;887500
GAZP;60;241009;120000;133.12;133.13;132.41;132.59;2553350
GAZP;60;241009;130000;132.57;132.68;132.13;132.35;1541870
GAZP;60;241009;140000;132.33;132.64;132.03;132.43;1967510
GAZP;60;241009;150000;132.43;132.49;132;132.27;1616520
GAZP;60;241009;160000;132.29;132.4;131.5;131.55;2411930
GAZP;60;241009;170000;131.55;132.16;131.54;132;1998510
GAZP;60;241009;180000;132;132;131.78;131.8;913190
GAZP;60;241009;190000;131.81;132.4;131.81;132.34;689750
GAZP;60;241009;200000;132.29;132.37;132.07;132.22;241370
GAZP;60;241009;210000;132.22;132.48;132.22;132.38;562490
GAZP;60;241009;220000;132.38;132.55;132.24;132.48;584890
GAZP;60;241009;230000;132.48;132.61;132.3;132.51;715590
GAZP;60;241010;100000;132.46;132.79;132.15;132.58;2347300
GAZP;60;241010;110000;132.57;133.49;132.57;133.17;2771100
GAZP;60;241010;120000;133.15;133.24;132.61;133.21;2145730
GAZP;60;241010;130000;133.2;133.22;132.26;132.32;1340670
GAZP;60;241010;140000;132.31;132.75;132.16;132.16;1842330
GAZP;60;241010;150000;132.16;132.74;132.16;132.54;1157450
GAZP;60;241010;160000;132.54;133.09;132.31;132.95;1332740
GAZP;60;241010;170000;132.94;133.35;132.58;132.96;1891300
GAZP;60;241010;180000;132.96;133.04;132.6;132.6;744570
GAZP;60;241010;190000;132.61;132.97;132.61;132.82;474070
GAZP;60;241010;200000;132.82;133.19;132.82;133.07;501850
GAZP;60;241010;210000;133.08;133.09;132.9;132.92;267410
GAZP;60;241010;220000;132.92;132.92;132.72;132.81;205400
GAZP;60;241010;230000;132.81;132.9;132.52;132.69;507670
GAZP;60;241011;100000;132.79;132.91;131.9;132.23;2321370
GAZP;60;241011;110000;132.24;132.64;131.93;132.48;1759840
GAZP;60;241011;120000;132.48;132.55;131.62;131.89;3530270
GAZP;60;241011;130000;131.88;132.04;131.52;131.89;2221590
GAZP;60;241011;140000;131.89;132.01;131.65;131.99;911950
GAZP;60;241011;150000;132;132.61;131.89;132.09;1447830
GAZP;60;241011;160000;132.12;132.2;131.59;131.65;1994820
GAZP;60;241011;170000;131.63;132.24;131.59;131.94;1353980
GAZP;60;241011;180000;131.93;132.28;131.59;132.28;1904720
GAZP;60;241011;190000;132.3;132.87;131.95;132.75;1015480
GAZP;60;241011;200000;132.74;132.75;132.4;132.45;311760
GAZP;60;241011;210000;132.44;132.44;131.84;131.9;1057300
GAZP;60;241011;220000;131.89;132.11;131.82;132;736600
GAZP;60;241011;230000;131.99;132.3;131.61;131.82;1015690
GAZP;60;241014;100000;131.5;131.57;130.67;131.07;5186860
GAZP;60;241014;110000;131.07;131.15;130.51;130.64;2410080
GAZP;60;241014;120000;130.63;131.76;130.61;131.13;2771840
GAZP;60;241014;130000;131.14;132.94;131.06;132.26;5372070
GAZP;60;241014;140000;132.25;132.7;131.86;132.57;2686070
GAZP;60;241014;150000;132.53;132.62;131.92;132.19;1708760
GAZP;60;241014;160000;132.19;133.25;132.19;132.95;5022240
GAZP;60;241014;170000;132.98;133.35;131.83;132.03;4779650
GAZP;60;241014;180000;132.05;132.4;131.92;132.1;1741840
GAZP;60;241014;190000;132.05;132.14;131.74;131.92;1317920
GAZP;60;241014;200000;131.93;132.23;131.75;132.2;704910
GAZP;60;241014;210000;132.2;132.23;131.9;132.05;547180
GAZP;60;241014;220000;132.06;132.2;132.03;132.14;173800
GAZP;60;241014;230000;132.15;132.19;131.92;131.92;295840
GAZP;60;241015;100000;131.85;132.42;131.43;132.24;3356130
GAZP;60;241015;110000;132.24;132.84;131.96;132.45;3202930
GAZP;60;241015;120000;132.48;132.91;132.37;132.71;1788730
GAZP;60;241015;130000;132.71;132.72;132.21;132.4;789980
GAZP;60;241015;140000;132.39;133.45;132.31;133.39;3429970
GAZP;60;241015;150000;133.42;133.68;132.9;133.2;3519620
GAZP;60;241015;160000;133.2;133.36;132.71;133.01;1626320
GAZP;60;241015;170000;133.01;133.54;132.9;133.48;1763390
GAZP;60;241015;180000;133.48;134.4;133.44;134.4;5274620
GAZP;60;241015;190000;134.28;134.37;134.08;134.12;624990
GAZP;60;241015;200000;134.15;134.25;134.01;134.12;474350
GAZP;60;241015;210000;134.12;134.23;133.71;133.94;1617510
GAZP;60;241015;220000;133.93;133.99;133.82;133.87;312450
GAZP;60;241015;230000;133.89;133.98;133.64;133.97;503580
GAZP;60;241016;100000;134.02;135;133.96;134.71;3959610
GAZP;60;241016;110000;134.73;138.8;134.6;138.43;26066230
GAZP;60;241016;120000;138.43;138.68;136.61;137.04;11257290
GAZP;60;241016;130000;137.03;138;136.63;137.18;6023130
GAZP;60;241016;140000;137.18;137.43;136.73;137.09;3011770
GAZP;60;241016;150000;137.1;138;136.37;136.39;8641740
GAZP;60;241016;160000;136.39;136.96;136.27;136.8;4736550
GAZP;60;241016;170000;136.78;137.53;136.34;136.48;4657140
GAZP;60;241016;180000;136.5;136.73;135.9;136.34;3869600
GAZP;60;241016;190000;136.37;136.66;136.15;136.4;1187940
GAZP;60;241016;200000;136.39;136.95;136.26;136.46;1507670
GAZP;60;241016;210000;136.47;137.19;136.46;137.01;1050180
GAZP;60;241016;220000;137.01;137.33;136.85;137.23;1346960
GAZP;60;241016;230000;137.26;137.34;137.01;137.24;821260
GAZP;60;241017;100000;137.46;137.73;136.31;137.01;5474210
GAZP;60;241017;110000;137.01;137.25;136.33;136.57;2552990
GAZP;60;241017;120000;136.57;136.62;134.8;135.5;8328040
GAZP;60;241017;130000;135.51;136.12;135.05;135.78;2991850
GAZP;60;241017;140000;135.78;136.57;135.43;136.41;2714310
GAZP;60;241017;150000;136.41;137.64;136.4;136.8;5432820
GAZP;60;241017;160000;136.79;137.44;136.64;137.16;2840080
GAZP;60;241017;170000;137.13;138.29;137.09;137.79;6905850
GAZP;60;241017;180000;137.79;137.94;136.21;136.61;7155480
GAZP;60;241017;190000;136.8;136.83;136.19;136.53;1888650
GAZP;60;241017;200000;136.52;136.6;136.06;136.13;733710
GAZP;60;241017;210000;136.13;136.19;135.54;136.12;1241140
GAZP;60;241017;220000;136.07;136.2;135.88;136.15;587770
GAZP;60;241017;230000;136.14;136.2;136;136.05;460300
GAZP;60;241018;100000;136.26;136.87;135.75;136.55;5290860
GAZP;60;241018;110000;136.54;137.3;136.51;136.63;3191650
GAZP;60;241018;120000;136.64;136.92;136.2;136.43;1648700
GAZP;60;241018;130000;136.43;136.54;135.45;135.6;3585210
GAZP;60;241018;140000;135.6;136;135.33;135.71;2291470
GAZP;60;241018;150000;135.71;135.93;135.46;135.54;1268680
GAZP;60;241018;160000;135.54;135.74;134.8;135.18;3634940
GAZP;60;241018;170000;135.18;135.84;134.9;135.43;2167510
GAZP;60;241018;180000;135.43;135.76;135.08;135.08;1147800
GAZP;60;241018;190000;135.36;135.71;135.23;135.6;421910
GAZP;60;241018;200000;135.62;135.81;135.49;135.62;374900
GAZP;60;241018;210000;135.62;135.69;135.24;135.51;542420
GAZP;60;241018;220000;135.5;135.63;135.43;135.58;180210
GAZP;60;241018;230000;135.57;135.77;135.56;135.67;697160
GAZP;60;241021;100000;135.69;136.37;135.55;135.81;2926960
GAZP;60;241021;110000;135.81;136.6;135.8;136.05;3009830
GAZP;60;241021;120000;136.04;136.1;135.31;135.92;2410080
GAZP;60;241021;130000;135.92;136.24;135.6;135.73;1321530
GAZP;60;241021;140000;135.69;135.77;135.37;135.48;1295610
GAZP;60;241021;150000;135.47;135.7;135.38;135.69;1003500
GAZP;60;241021;160000;135.69;136.11;135.68;135.99;1081900
GAZP;60;241021;170000;136;136.49;135.86;136.17;2412050
GAZP;60;241021;180000;136.18;136.18;135.11;135.46;2227150
GAZP;60;241021;190000;135.4;135.96;135.32;135.61;522540
GAZP;60;241021;200000;135.62;135.84;135.6;135.7;292790
GAZP;60;241021;210000;135.68;135.8;135.44;135.7;247540
GAZP;60;241021;220000;135.75;135.88;135.71;135.78;163550
GAZP;60;241021;230000;135.8;136.16;135.77;135.97;329060
GAZP;60;241022;100000;136.12;136.39;135.71;135.83;2176510
GAZP;60;241022;110000;135.84;135.96;135.51;135.9;1257440
GAZP;60;241022;120000;135.88;140.08;135.78;138.73;21633330
GAZP;60;241022;130000;138.74;139.33;138.42;138.86;4531670
GAZP;60;241022;140000;138.87;139.27;137.83;138.39;5965090
GAZP;60;241022;150000;138.38;138.7;137.35;137.58;3986790
GAZP;60;241022;160000;137.58;137.91;137.11;137.36;3337730
GAZP;60;241022;170000;137.37;137.45;136.55;136.76;5058600
GAZP;60;241022;180000;136.77;136.88;136.45;136.65;1765760
GAZP;60;241022;190000;136.64;137.04;136.11;136.15;2175020
GAZP;60;241022;200000;136.14;136.5;135.88;136.46;1833980
GAZP;60;241022;210000;136.44;136.62;136.2;136.45;506490
GAZP;60;241022;220000;136.45;136.72;136.4;136.59;428450
GAZP;60;241022;230000;136.59;136.59;136.02;136.24;651590
GAZP;60;241023;100000;136;136.39;134.57;135.12;5912120
GAZP;60;241023;110000;135.12;137.15;134.81;136.94;4830810
GAZP;60;241023;120000;136.94;137.5;136.29;136.55;6664070
GAZP;60;241023;130000;136.53;137.2;136.34;136.72;1619290
GAZP;60;241023;140000;136.72;136.85;136.1;136.17;1300530
GAZP;60;241023;150000;136.17;136.76;135.84;136.72;1357410
GAZP;60;241023;160000;136.73;137.43;136.26;136.42;2306530
GAZP;60;241023;170000;136.42;136.47;135.88;136.31;934120
GAZP;60;241023;180000;136.3;136.37;135.87;136.27;1531790
GAZP;60;241023;190000;136.05;136.1;135.3;135.35;2060870
GAZP;60;241023;200000;135.35;135.63;134.75;134.87;2706590
GAZP;60;241023;210000;134.85;134.91;134.16;134.49;2951710
GAZP;60;241023;220000;134.46;134.5;134.13;134.49;927020
GAZP;60;241023;230000;134.49;134.96;134.23;134.76;762070
GAZP;60;241024;100000;134.83;135.2;133.05;133.61;6868010
GAZP;60;241024;110000;133.6;134.09;133.54;133.96;1738960
GAZP;60;241024;120000;133.97;133.97;132.7;132.86;3956580
GAZP;60;241024;130000;132.85;133.42;132.15;133.23;4029490
GAZP;60;241024;140000;133.23;133.67;133.01;133.49;1566460
GAZP;60;241024;150000;133.49;133.49;132.75;132.81;1269970
GAZP;60;241024;160000;132.79;133.57;132.78;133.57;1049080
GAZP;60;241024;170000;133.57;134.47;133.57;134.43;3797350
GAZP;60;241024;180000;134.43;134.5;133.73;134.2;1715680
GAZP;60;241024;190000;134.2;134.71;134.02;134.11;1113870
GAZP;60;241024;200000;134.11;134.27;133.87;134.24;370170
GAZP;60;241024;210000;134.24;134.33;134.2;134.24;483740
GAZP;60;241024;220000;134.23;134.5;134;134.29;514350
GAZP;60;241024;230000;134.25;134.39;134.11;134.12;332900
GAZP;60;241025;100000;134.16;134.65;133.43;133.8;2896360
GAZP;60;241025;110000;133.79;134.4;133.71;134.1;1596600
GAZP;60;241025;120000;134.11;135.3;134.02;134.74;2548500
GAZP;60;241025;130000;134.77;136.5;132.43;135.6;12815250
GAZP;60;241025;140000;135.59;135.98;134.48;134.82;8382920
GAZP;60;241025;150000;134.86;135.71;134.19;134.33;6572600
GAZP;60;241025;160000;134.31;134.76;132.3;132.67;7916520
GAZP;60;241025;170000;132.66;133.3;132;132.27;6311150
GAZP;60;241025;180000;132.28;132.98;132.2;132.5;1819830
GAZP;60;241025;190000;132.52;132.86;132.15;132.4;1288380
GAZP;60;241025;200000;132.34;133.09;132.28;132.82;1153720
GAZP;60;241025;210000;132.82;133.2;132.69;133.08;545260
GAZP;60;241025;220000;133.08;133.15;132.98;133.05;325910
GAZP;60;241025;230000;133.06;133.1;132.75;133;978100
GAZP;60;241028;100000;131.97;132.26;130.76;131.62;9584350
GAZP;60;241028;110000;131.62;131.9;131.2;131.4;2961120
GAZP;60;241028;120000;131.4;132.24;130.74;130.78;4452800
GAZP;60;241028;130000;130.8;130.87;130.26;130.64;3558180
GAZP;60;241028;140000;130.64;130.79;127.25;127.67;10774620
GAZP;60;241028;150000;127.66;127.95;126.9;127.36;10850040
GAZP;60;241028;160000;127.34;127.84;125.62;125.94;10237070
GAZP;60;241028;170000;125.95;126.39;125.25;126.33;7416570
GAZP;60;241028;180000;126.34;126.6;124.71;124.81;6273270
GAZP;60;241028;190000;124.91;125.16;123.5;124.36;5991400
GAZP;60;241028;200000;124.35;125.35;123.8;125.17;4472510
GAZP;60;241028;210000;125.19;125.46;124.55;124.75;2208130
GAZP;60;241028;220000;124.8;125;124.55;124.92;621480
GAZP;60;241028;230000;124.92;125.1;124.6;124.87;980960
GAZP;60;241029;100000;125.12;126.2;124.36;125.78;8319140
GAZP;60;241029;110000;125.72;125.84;122.75;123;8542200
GAZP;60;241029;120000;123;123.82;121.85;123.68;8993920
GAZP;60;241029;130000;123.66;123.97;122.59;123.51;2850660
GAZP;60;241029;140000;123.52;124.8;123.3;124.35;4027860
GAZP;60;241029;150000;124.35;125.8;124.2;125.26;5240420
GAZP;60;241029;160000;125.24;126.75;125.23;125.89;6289710
GAZP;60;241029;170000;125.89;126.69;124.35;125.45;11478500
GAZP;60;241029;180000;125.45;126.96;125.32;126;6043660
GAZP;60;241029;190000;126.12;126.69;125.84;126.38;1732110
GAZP;60;241029;200000;126.38;126.38;125.85;126.12;1739160
GAZP;60;241029;210000;126.12;126.16;125.61;125.96;964730
GAZP;60;241029;220000;125.96;126.18;125.85;125.9;460440
GAZP;60;241029;230000;125.91;126.16;125.8;125.97;577620
GAZP;60;241030;100000;126.11;126.59;125.08;126.17;4578150
GAZP;60;241030;110000;126.17;127.2;125.62;125.87;5116060
GAZP;60;241030;120000;125.87;127.13;125.57;126.35;2837670
GAZP;60;241030;130000;126.35;126.43;125.58;125.8;1656580
GAZP;60;241030;140000;125.79;125.9;124.07;124.11;4444600
GAZP;60;241030;150000;124.1;125.16;123.82;125.05;3236060
